,ExG1,ExG2,ExG4,ExG5,ExG7,ExG8,ExG10,ExG11,Bip27
58,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
59,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
60,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
61,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
62,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
63,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
64,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
65,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
66,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
67,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
68,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
69,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
70,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
71,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
72,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
73,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
74,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
75,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
76,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
77,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
78,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
79,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
80,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
81,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
82,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
83,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
84,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
85,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
86,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
87,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
88,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
89,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
90,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
91,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
92,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
93,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
94,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
95,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
96,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
97,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
98,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
99,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
100,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
101,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
102,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
103,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
104,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
105,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
106,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
107,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
108,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
109,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
110,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
111,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
112,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
113,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
114,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
115,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
116,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
117,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
118,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
119,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
120,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
121,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
122,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
123,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
124,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
125,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
126,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
127,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
128,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
129,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
130,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
131,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
132,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
133,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
134,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
135,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
136,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
137,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
138,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
139,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
140,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
141,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
142,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
143,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
144,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
145,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
146,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
147,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
148,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
149,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
150,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
151,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
152,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
153,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
154,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
155,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
156,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
157,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
158,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
159,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
160,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
161,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
162,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
163,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
164,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
165,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
166,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
167,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
168,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
169,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
170,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
171,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
172,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
173,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
174,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
175,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
176,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
177,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
178,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
179,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
180,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
181,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
182,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
183,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
184,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
185,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
186,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
187,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
188,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
189,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
190,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
191,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
192,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
193,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
194,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
195,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
196,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
197,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
198,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
199,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
200,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
201,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
202,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
203,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
204,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
205,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
206,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
207,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
208,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
209,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
210,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
211,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
212,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
213,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
214,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
215,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
216,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
217,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
218,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0,-153545088.0
