9.4078 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
10.5274 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fdb2cbc7ac8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fdb2ca40a90>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.5275 	EXP 	window1: recordFrameIntervals = False
10.6933 	EXP 	window1: recordFrameIntervals = True
10.8770 	EXP 	window1: recordFrameIntervals = False
11.0973 	EXP 	Created info_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='info_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
11.1088 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
11.1407 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='polygon', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
11.1426 	EXP 	Created diode = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='diode', opacity=1.0, ori=array(0.), pos=array([-0.6, -0.4]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
11.1713 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
11.1812 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
11.1831 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='polygon', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
11.1849 	EXP 	Created diode = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='diode', opacity=1.0, ori=array(0.), pos=array([-0.6, -0.4]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
11.1992 	EXP 	Created thanks = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='thanks', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Calibration done!\nThanks!', units='height', win=Window(...), wrapWidth=1)
11.2259 	EXP 	info_1: autoDraw = True
29.9769 	DATA 	Keypress: space
30.0139 	EXP 	Imported trials.csv as conditions, 5 conditions, 1 params
30.0146 	EXP 	Created sequence: fullRandom, trialTypes=5, nReps=2, seed=None
30.0151 	EXP 	New trial (rep=0, index=0): OrderedDict([('name', 'wrist flection - left')])
30.0393 	EXP 	info_1: autoDraw = False
30.0393 	EXP 	text: text = 'wrist flection - left'
30.0393 	EXP 	text: autoDraw = True
32.0264 	EXP 	text: autoDraw = False
32.0591 	EXP 	polygon: autoDraw = True
32.0591 	EXP 	diode: autoDraw = True
33.9942 	EXP 	New trial (rep=0, index=1): OrderedDict([('name', 'thumb middle adduction')])
34.0124 	EXP 	text: autoDraw = False
34.0124 	EXP 	polygon: autoDraw = False
34.0124 	EXP 	diode: autoDraw = False
34.0124 	EXP 	text: text = 'thumb middle adduction'
34.0124 	EXP 	text: autoDraw = True
36.0096 	EXP 	text: autoDraw = False
36.0262 	EXP 	polygon: autoDraw = True
36.0262 	EXP 	diode: autoDraw = True
37.9936 	EXP 	New trial (rep=0, index=2): OrderedDict([('name', 'fist')])
38.0094 	EXP 	text: autoDraw = False
38.0094 	EXP 	polygon: autoDraw = False
38.0094 	EXP 	diode: autoDraw = False
38.0094 	EXP 	text: text = 'fist'
38.0094 	EXP 	text: autoDraw = True
40.0096 	EXP 	text: autoDraw = False
40.0261 	EXP 	polygon: autoDraw = True
40.0261 	EXP 	diode: autoDraw = True
41.9933 	EXP 	New trial (rep=0, index=3): OrderedDict([('name', 'wrist flection - left')])
42.0103 	EXP 	text: autoDraw = False
42.0103 	EXP 	polygon: autoDraw = False
42.0103 	EXP 	diode: autoDraw = False
42.0103 	EXP 	text: text = 'wrist flection - left'
42.0103 	EXP 	text: autoDraw = True
44.0094 	EXP 	text: autoDraw = False
44.0260 	EXP 	polygon: autoDraw = True
44.0260 	EXP 	diode: autoDraw = True
45.9933 	EXP 	New trial (rep=0, index=4): OrderedDict([('name', 'wrist extension - right')])
46.0106 	EXP 	text: autoDraw = False
46.0106 	EXP 	polygon: autoDraw = False
46.0106 	EXP 	diode: autoDraw = False
46.0106 	EXP 	text: text = 'wrist extension - right'
46.0106 	EXP 	text: autoDraw = True
48.0094 	EXP 	text: autoDraw = False
48.0261 	EXP 	polygon: autoDraw = True
48.0261 	EXP 	diode: autoDraw = True
49.9935 	EXP 	New trial (rep=1, index=0): OrderedDict([('name', '4-5 finger contration')])
50.0113 	EXP 	text: autoDraw = False
50.0113 	EXP 	polygon: autoDraw = False
50.0113 	EXP 	diode: autoDraw = False
50.0113 	EXP 	text: text = '4-5 finger contration'
50.0113 	EXP 	text: autoDraw = True
52.0102 	EXP 	text: autoDraw = False
52.0262 	EXP 	polygon: autoDraw = True
52.0262 	EXP 	diode: autoDraw = True
53.9930 	EXP 	New trial (rep=1, index=1): OrderedDict([('name', '4-5 finger contration')])
54.0093 	EXP 	text: autoDraw = False
54.0093 	EXP 	polygon: autoDraw = False
54.0093 	EXP 	diode: autoDraw = False
54.0093 	EXP 	text: text = '4-5 finger contration'
54.0093 	EXP 	text: autoDraw = True
56.0092 	EXP 	text: autoDraw = False
56.0260 	EXP 	polygon: autoDraw = True
56.0260 	EXP 	diode: autoDraw = True
57.9933 	EXP 	New trial (rep=1, index=2): OrderedDict([('name', 'thumb middle adduction')])
58.0191 	EXP 	text: autoDraw = False
58.0191 	EXP 	polygon: autoDraw = False
58.0191 	EXP 	diode: autoDraw = False
58.0191 	EXP 	text: text = 'thumb middle adduction'
58.0191 	EXP 	text: autoDraw = True
60.0092 	EXP 	text: autoDraw = False
60.0258 	EXP 	polygon: autoDraw = True
60.0258 	EXP 	diode: autoDraw = True
61.9932 	EXP 	New trial (rep=1, index=3): OrderedDict([('name', 'wrist extension - right')])
62.0095 	EXP 	text: autoDraw = False
62.0095 	EXP 	polygon: autoDraw = False
62.0095 	EXP 	diode: autoDraw = False
62.0095 	EXP 	text: text = 'wrist extension - right'
62.0095 	EXP 	text: autoDraw = True
64.0091 	EXP 	text: autoDraw = False
64.0258 	EXP 	polygon: autoDraw = True
