26.5553 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
28.2241 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f23a97d2748>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f23a97c1860>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.2242 	EXP 	window1: recordFrameIntervals = False
28.3871 	EXP 	window1: recordFrameIntervals = True
28.5722 	EXP 	window1: recordFrameIntervals = False
29.3118 	EXP 	Created info_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='info_1', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
29.3233 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
29.3606 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='polygon', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
29.3625 	EXP 	Created diode = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='diode', opacity=1.0, ori=array(0.), pos=array([-0.6, -0.4]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
29.3929 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
29.4029 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
29.4047 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='polygon', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
29.4064 	EXP 	Created diode = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-2.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=1, name='diode', opacity=1.0, ori=array(0.), pos=array([-0.6, -0.4]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
29.4138 	EXP 	info_1: autoDraw = True
36.4542 	DATA 	Keypress: space
36.5874 	EXP 	Imported trials.csv as conditions, 5 conditions, 1 params
36.6007 	EXP 	Created sequence: fullRandom, trialTypes=5, nReps=2, seed=None
36.6021 	EXP 	New trial (rep=0, index=0): OrderedDict([('name', 'thumb middle adduction')])
36.6345 	EXP 	info_1: autoDraw = False
36.6345 	EXP 	text: text = 'thumb middle adduction'
36.6345 	EXP 	text: autoDraw = True
38.6398 	EXP 	text: autoDraw = False
38.6398 	EXP 	polygon: autoDraw = True
38.6398 	EXP 	diode: autoDraw = True
40.4707 	EXP 	New trial (rep=0, index=1): OrderedDict([('name', 'wrist flection - left')])
40.4879 	EXP 	text: autoDraw = False
40.4879 	EXP 	polygon: autoDraw = False
40.4879 	EXP 	diode: autoDraw = False
40.4879 	EXP 	text: text = 'wrist flection - left'
40.4879 	EXP 	text: autoDraw = True
42.4869 	EXP 	text: autoDraw = False
42.5037 	EXP 	polygon: autoDraw = True
42.5037 	EXP 	diode: autoDraw = True
44.4708 	EXP 	New trial (rep=0, index=2): OrderedDict([('name', 'thumb middle adduction')])
44.4963 	EXP 	text: autoDraw = False
44.4963 	EXP 	polygon: autoDraw = False
44.4963 	EXP 	diode: autoDraw = False
44.4963 	EXP 	text: text = 'thumb middle adduction'
44.4963 	EXP 	text: autoDraw = True
46.4869 	EXP 	text: autoDraw = False
46.5034 	EXP 	polygon: autoDraw = True
46.5034 	EXP 	diode: autoDraw = True
48.4710 	EXP 	New trial (rep=0, index=3): OrderedDict([('name', 'wrist flection - left')])
48.4914 	EXP 	text: autoDraw = False
48.4914 	EXP 	polygon: autoDraw = False
48.4914 	EXP 	diode: autoDraw = False
48.4914 	EXP 	text: text = 'wrist flection - left'
48.4914 	EXP 	text: autoDraw = True
50.4866 	EXP 	text: autoDraw = False
50.5034 	EXP 	polygon: autoDraw = True
50.5034 	EXP 	diode: autoDraw = True
52.4706 	EXP 	New trial (rep=0, index=4): OrderedDict([('name', 'fist')])
52.4866 	EXP 	text: autoDraw = False
52.4866 	EXP 	polygon: autoDraw = False
52.4866 	EXP 	diode: autoDraw = False
52.4866 	EXP 	text: text = 'fist'
52.4866 	EXP 	text: autoDraw = True
54.4866 	EXP 	text: autoDraw = False
54.5034 	EXP 	polygon: autoDraw = True
54.5034 	EXP 	diode: autoDraw = True
56.4705 	EXP 	New trial (rep=1, index=0): OrderedDict([('name', '4-5 finger contration')])
56.4866 	EXP 	text: autoDraw = False
56.4866 	EXP 	polygon: autoDraw = False
56.4866 	EXP 	diode: autoDraw = False
56.4866 	EXP 	text: text = '4-5 finger contration'
56.4866 	EXP 	text: autoDraw = True
58.4867 	EXP 	text: autoDraw = False
58.5033 	EXP 	polygon: autoDraw = True
58.5033 	EXP 	diode: autoDraw = True
60.4705 	EXP 	New trial (rep=1, index=1): OrderedDict([('name', 'wrist extension - right')])
60.4869 	EXP 	text: autoDraw = False
60.4869 	EXP 	polygon: autoDraw = False
60.4869 	EXP 	diode: autoDraw = False
60.4869 	EXP 	text: text = 'wrist extension - right'
60.4869 	EXP 	text: autoDraw = True
62.4867 	EXP 	text: autoDraw = False
62.5033 	EXP 	polygon: autoDraw = True
62.5033 	EXP 	diode: autoDraw = True
64.4705 	EXP 	New trial (rep=1, index=2): OrderedDict([('name', 'wrist extension - right')])
64.4865 	EXP 	text: autoDraw = False
64.4865 	EXP 	polygon: autoDraw = False
64.4865 	EXP 	diode: autoDraw = False
64.4865 	EXP 	text: text = 'wrist extension - right'
64.4865 	EXP 	text: autoDraw = True
64.6374 	DATA 	Keypress: space
65.9535 	DATA 	Keypress: escape
66.0336 	EXP 	window1: mouseVisible = True
